"DISEASE";"DISEASE_DESCRIPTION";"WHO_zone";"YEAR";"Total_Cases";"ANTIGEN_DESCRIPTION";"ANTIGEN";"Target";"Doses"
"DIPHTHERIA";"Diphtheria";"AMR";2015.0;49.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10475190.0;9430043.0
"DIPHTHERIA";"Diphtheria";"AMR";2015.0;49.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10477113.0;10073422.0
"DIPHTHERIA";"Diphtheria";"AMR";2016.0;45.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10445055.0;9390445.0
"DIPHTHERIA";"Diphtheria";"AMR";2016.0;45.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10440575.0;9863197.0
"DIPHTHERIA";"Diphtheria";"AMR";2017.0;872.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10399089.0;8761625.0
"DIPHTHERIA";"Diphtheria";"AMR";2017.0;872.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10395307.0;9546674.0
"DIPHTHERIA";"Diphtheria";"AMR";2017.0;872.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";3785.0;3040.0
"DIPHTHERIA";"Diphtheria";"AMR";2018.0;894.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";10217754.0;7782780.0
"DIPHTHERIA";"Diphtheria";"AMR";2018.0;894.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";9801304.0;8501020.0
"DIPHTHERIA";"Diphtheria";"AMR";2018.0;894.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10201812.0;9248932.0
"DIPHTHERIA";"Diphtheria";"AMR";2018.0;894.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10200353.0;8877419.0
"DIPHTHERIA";"Diphtheria";"AMR";2018.0;894.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1019229.0;694368.0
"DIPHTHERIA";"Diphtheria";"AMR";2019.0;234.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";10262190.0;7169717.0
"DIPHTHERIA";"Diphtheria";"AMR";2019.0;234.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";7228606.0;5581673.0
"DIPHTHERIA";"Diphtheria";"AMR";2019.0;234.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10170363.0;8113013.0
"DIPHTHERIA";"Diphtheria";"AMR";2019.0;234.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10165005.0;8759815.0
"DIPHTHERIA";"Diphtheria";"AMR";2019.0;234.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1407474.0;983403.0
"DIPHTHERIA";"Diphtheria";"AMR";2020.0;83.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";7184914.0;4996980.0
"DIPHTHERIA";"Diphtheria";"AMR";2020.0;83.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";6925859.0;4907471.0
"DIPHTHERIA";"Diphtheria";"AMR";2020.0;83.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";2263017.0;1273456.0
"DIPHTHERIA";"Diphtheria";"AMR";2020.0;83.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9623421.0;8498367.0
"DIPHTHERIA";"Diphtheria";"AMR";2020.0;83.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9628466.0;7598841.0
"DIPHTHERIA";"Diphtheria";"AMR";2021.0;66.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";9676617.0;7293923.0
"DIPHTHERIA";"Diphtheria";"AMR";2021.0;66.0;"DTP-containing vaccine, 1st dose";"DTPCV1";9674034.0;7874672.0
"DIPHTHERIA";"Diphtheria";"AMR";2021.0;66.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1941720.0;1151144.0
"DIPHTHERIA";"Diphtheria";"AMR";2021.0;66.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";9798978.0;7033102.0
"DIPHTHERIA";"Diphtheria";"AMR";2021.0;66.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";9811078.0;6654362.0
"DIPHTHERIA";"Diphtheria";"AMR";2022.0;54.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1653601.0;1003413.0
"DIPHTHERIA";"Diphtheria";"AMR";2022.0;54.0;"DTP-containing vaccine, 1st dose";"DTPCV1";8712877.0;7664862.0
"DIPHTHERIA";"Diphtheria";"AMR";2022.0;54.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8711887.0;7031303.0
"DIPHTHERIA";"Diphtheria";"AMR";2022.0;54.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";8995103.0;6439205.0
"DIPHTHERIA";"Diphtheria";"AMR";2022.0;54.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";9106291.0;6654533.0
"DIPHTHERIA";"Diphtheria";"EMR";1999.0;494.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12503577.0;10327180.0
"DIPHTHERIA";"Diphtheria";"EMR";2000.0;175.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14140334.0;10489260.0
"DIPHTHERIA";"Diphtheria";"EMR";2000.0;175.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13590763.0;10938363.0
"DIPHTHERIA";"Diphtheria";"EMR";2001.0;96.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12686624.0;11099160.0
"DIPHTHERIA";"Diphtheria";"EMR";2001.0;96.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";13201651.0;10640595.0
"DIPHTHERIA";"Diphtheria";"EMR";2002.0;924.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12756744.0;9680760.0
"DIPHTHERIA";"Diphtheria";"EMR";2002.0;924.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12771891.0;10655315.0
"DIPHTHERIA";"Diphtheria";"EMR";2003.0;287.0;"DTP-containing vaccine, 1st dose";"DTPCV1";12921837.0;11214175.0
"DIPHTHERIA";"Diphtheria";"EMR";2003.0;287.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";12961116.0;10035487.0
"DIPHTHERIA";"Diphtheria";"EMR";2004.0;145.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14335410.0;11065143.0
"DIPHTHERIA";"Diphtheria";"EMR";2004.0;145.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14335787.0;12303425.0
"DIPHTHERIA";"Diphtheria";"EMR";2005.0;251.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14414667.0;13075742.0
"DIPHTHERIA";"Diphtheria";"EMR";2005.0;251.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14359854.0;11851162.0
"DIPHTHERIA";"Diphtheria";"EMR";2006.0;180.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14313732.0;13701189.0
"DIPHTHERIA";"Diphtheria";"EMR";2006.0;180.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14253945.0;12416145.0
"DIPHTHERIA";"Diphtheria";"EMR";2007.0;170.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14891505.0;13246888.0
"DIPHTHERIA";"Diphtheria";"EMR";2007.0;170.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14960233.0;14231629.0
"DIPHTHERIA";"Diphtheria";"EMR";2008.0;133.0;"DTP-containing vaccine, 1st dose";"DTPCV1";13658734.0;12533242.0
"DIPHTHERIA";"Diphtheria";"EMR";2008.0;133.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14751996.0;12369929.0
"DIPHTHERIA";"Diphtheria";"EMR";2009.0;109.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";14667983.0;13147964.0
"DIPHTHERIA";"Diphtheria";"EMR";2009.0;109.0;"DTP-containing vaccine, 1st dose";"DTPCV1";14361367.0;14191663.0
"DIPHTHERIA";"Diphtheria";"EMR";2010.0;154.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15602932.0;14831093.0
"DIPHTHERIA";"Diphtheria";"EMR";2010.0;154.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10267876.0;10006715.0
"DIPHTHERIA";"Diphtheria";"EMR";2011.0;352.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16004962.0;15776337.0
"DIPHTHERIA";"Diphtheria";"EMR";2011.0;352.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";15997000.0;14775464.0
"DIPHTHERIA";"Diphtheria";"EMR";2012.0;334.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16523219.0;16209489.0
"DIPHTHERIA";"Diphtheria";"EMR";2012.0;334.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16438158.0;14959308.0
"DIPHTHERIA";"Diphtheria";"EMR";2013.0;392.0;"DTP-containing vaccine, 1st dose";"DTPCV1";16395611.0;16128722.0
"DIPHTHERIA";"Diphtheria";"EMR";2013.0;392.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";16379607.0;15059411.0
"DIPHTHERIA";"Diphtheria";"EMR";2014.0;40.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17584516.0;17059171.0
"DIPHTHERIA";"Diphtheria";"EMR";2014.0;40.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17547874.0;15899194.0
"DIPHTHERIA";"Diphtheria";"EMR";2015.0;43.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17980745.0;16818891.0
"DIPHTHERIA";"Diphtheria";"EMR";2015.0;43.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18004289.0;15796082.0
"DIPHTHERIA";"Diphtheria";"EMR";2016.0;25.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17730636.0;15568538.0
"DIPHTHERIA";"Diphtheria";"EMR";2016.0;25.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17693086.0;16422132.0
"DIPHTHERIA";"Diphtheria";"EMR";2017.0;600.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18979099.0;17989371.0
"DIPHTHERIA";"Diphtheria";"EMR";2017.0;600.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18972156.0;16909572.0
"DIPHTHERIA";"Diphtheria";"EMR";2018.0;3448.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";8018496.0;7227454.0
"DIPHTHERIA";"Diphtheria";"EMR";2018.0;3448.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1268271.0;1195918.0
"DIPHTHERIA";"Diphtheria";"EMR";2018.0;3448.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19339135.0;18290245.0
"DIPHTHERIA";"Diphtheria";"EMR";2018.0;3448.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19359767.0;17106728.0
"DIPHTHERIA";"Diphtheria";"EMR";2018.0;3448.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";3429633.0;2576729.0
"DIPHTHERIA";"Diphtheria";"EMR";2019.0;705.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1229983.0;1118242.0
"DIPHTHERIA";"Diphtheria";"EMR";2019.0;705.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";3347710.0;2805325.0
"DIPHTHERIA";"Diphtheria";"EMR";2019.0;705.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";7507425.0;6748647.0
"DIPHTHERIA";"Diphtheria";"EMR";2019.0;705.0;"DTP-containing vaccine, 1st dose";"DTPCV1";19428178.0;18658412.0
"DIPHTHERIA";"Diphtheria";"EMR";2019.0;705.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";19457879.0;17673624.0
"DIPHTHERIA";"Diphtheria";"EMR";2020.0;295.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";5566471.0;5129155.0
"DIPHTHERIA";"Diphtheria";"EMR";2020.0;295.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";2024481.0;1916304.0
"DIPHTHERIA";"Diphtheria";"EMR";2020.0;295.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1230303.0;1100320.0
"DIPHTHERIA";"Diphtheria";"EMR";2020.0;295.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18662988.0;16004043.0
"DIPHTHERIA";"Diphtheria";"EMR";2020.0;295.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18648734.0;17201599.0
"DIPHTHERIA";"Diphtheria";"EMR";2021.0;1746.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";18633988.0;16299226.0
"DIPHTHERIA";"Diphtheria";"EMR";2021.0;1746.0;"DTP-containing vaccine, 1st dose";"DTPCV1";18638516.0;17499078.0
"DIPHTHERIA";"Diphtheria";"EMR";2021.0;1746.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";6499021.0;5745601.0
"DIPHTHERIA";"Diphtheria";"EMR";2021.0;1746.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";2698110.0;2147078.0
"DIPHTHERIA";"Diphtheria";"EMR";2021.0;1746.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1349894.0;1157317.0
"DIPHTHERIA";"Diphtheria";"EMR";2022.0;440.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";17134370.0;15827305.0
"DIPHTHERIA";"Diphtheria";"EMR";2022.0;440.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";1262333.0;1007600.0
"DIPHTHERIA";"Diphtheria";"EMR";2022.0;440.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";2765289.0;1542757.0
"DIPHTHERIA";"Diphtheria";"EMR";2022.0;440.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";7500589.0;5978380.0
"DIPHTHERIA";"Diphtheria";"EMR";2022.0;440.0;"DTP-containing vaccine, 1st dose";"DTPCV1";17113007.0;16793496.0
"DIPHTHERIA";"Diphtheria";"EUR";1999.0;1614.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";3478757.0;3365982.0
"DIPHTHERIA";"Diphtheria";"EUR";2000.0;1585.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6690201.0;6098954.0
"DIPHTHERIA";"Diphtheria";"EUR";2000.0;1585.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4142658.0;3795966.0
"DIPHTHERIA";"Diphtheria";"EUR";2001.0;1386.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3477177.0;3253466.0
"DIPHTHERIA";"Diphtheria";"EUR";2001.0;1386.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6390371.0;5936788.0
"DIPHTHERIA";"Diphtheria";"EUR";2002.0;1189.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6997991.0;6456718.0
"DIPHTHERIA";"Diphtheria";"EUR";2002.0;1189.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3534814.0;3232093.0
"DIPHTHERIA";"Diphtheria";"EUR";2003.0;897.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7012509.0;6288692.0
"DIPHTHERIA";"Diphtheria";"EUR";2003.0;897.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3147397.0;2766412.0
"DIPHTHERIA";"Diphtheria";"EUR";2004.0;688.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3631339.0;3345580.0
"DIPHTHERIA";"Diphtheria";"EUR";2004.0;688.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7877145.0;7377492.0
"DIPHTHERIA";"Diphtheria";"EUR";2005.0;500.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7870577.0;7489140.0
"DIPHTHERIA";"Diphtheria";"EUR";2005.0;500.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3562319.0;3411243.0
"DIPHTHERIA";"Diphtheria";"EUR";2006.0;320.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8365341.0;7689096.0
"DIPHTHERIA";"Diphtheria";"EUR";2006.0;320.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3756875.0;3566634.0
"DIPHTHERIA";"Diphtheria";"EUR";2007.0;228.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3768621.0;3592261.0
"DIPHTHERIA";"Diphtheria";"EUR";2007.0;228.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7999194.0;7649520.0
"DIPHTHERIA";"Diphtheria";"EUR";2008.0;184.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3507228.0;3263358.0
"DIPHTHERIA";"Diphtheria";"EUR";2008.0;184.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";20679519.0;6864080.0
"DIPHTHERIA";"Diphtheria";"EUR";2009.0;41.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3328944.0;3254966.0
"DIPHTHERIA";"Diphtheria";"EUR";2009.0;41.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7718934.0;7356097.0
"DIPHTHERIA";"Diphtheria";"EUR";2010.0;39.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3229210.0;3154862.0
"DIPHTHERIA";"Diphtheria";"EUR";2010.0;39.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8121427.0;7616935.0
"DIPHTHERIA";"Diphtheria";"EUR";2011.0;33.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3792833.0;3457164.0
"DIPHTHERIA";"Diphtheria";"EUR";2011.0;33.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7458353.0;7119344.0
"DIPHTHERIA";"Diphtheria";"EUR";2012.0;32.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8230237.0;7852073.0
"DIPHTHERIA";"Diphtheria";"EUR";2012.0;32.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3856197.0;3477394.0
"DIPHTHERIA";"Diphtheria";"EUR";2013.0;33.0;"DTP-containing vaccine, 1st dose";"DTPCV1";3966991.0;3894203.0
"DIPHTHERIA";"Diphtheria";"EUR";2013.0;33.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7812240.0;7556085.0
"DIPHTHERIA";"Diphtheria";"EUR";2014.0;35.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6954855.0;6687447.0
"DIPHTHERIA";"Diphtheria";"EUR";2014.0;35.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4145982.0;4053269.0
"DIPHTHERIA";"Diphtheria";"EUR";2015.0;59.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7893660.0;7266189.0
"DIPHTHERIA";"Diphtheria";"EUR";2015.0;59.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4646707.0;4373357.0
"DIPHTHERIA";"Diphtheria";"EUR";2016.0;48.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7676293.0;7050279.0
"DIPHTHERIA";"Diphtheria";"EUR";2016.0;48.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4558602.0;4201615.0
"DIPHTHERIA";"Diphtheria";"EUR";2017.0;35.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4869988.0;4608343.0
"DIPHTHERIA";"Diphtheria";"EUR";2017.0;35.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";8245841.0;7754375.0
"DIPHTHERIA";"Diphtheria";"EUR";2018.0;73.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";7667569.0;7186318.0
"DIPHTHERIA";"Diphtheria";"EUR";2018.0;73.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7937734.0;7660142.0
"DIPHTHERIA";"Diphtheria";"EUR";2018.0;73.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4945500.0;4885468.0
"DIPHTHERIA";"Diphtheria";"EUR";2018.0;73.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";3657777.0;3491413.0
"DIPHTHERIA";"Diphtheria";"EUR";2018.0;73.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";6583078.0;6131873.0
"DIPHTHERIA";"Diphtheria";"EUR";2019.0;52.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";6912167.0;6524664.0
"DIPHTHERIA";"Diphtheria";"EUR";2019.0;52.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4931117.0;4723352.0
"DIPHTHERIA";"Diphtheria";"EUR";2019.0;52.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";4553523.0;4248546.0
"DIPHTHERIA";"Diphtheria";"EUR";2019.0;52.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";8364808.0;6678277.0
"DIPHTHERIA";"Diphtheria";"EUR";2019.0;52.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";8257820.0;7299348.0
"DIPHTHERIA";"Diphtheria";"EUR";2020.0;32.0;"DTP-containing vaccine, 1st dose";"DTPCV1";5701010.0;5252498.0
"DIPHTHERIA";"Diphtheria";"EUR";2020.0;32.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";8641284.0;7872444.0
"DIPHTHERIA";"Diphtheria";"EUR";2020.0;32.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";7168532.0;6234479.0
"DIPHTHERIA";"Diphtheria";"EUR";2020.0;32.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";5142306.0;4350742.0
"DIPHTHERIA";"Diphtheria";"EUR";2020.0;32.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7570499.0;7052620.0
"DIPHTHERIA";"Diphtheria";"EUR";2021.0;41.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7079201.0;6676951.0
"DIPHTHERIA";"Diphtheria";"EUR";2021.0;41.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4539980.0;4498744.0
"DIPHTHERIA";"Diphtheria";"EUR";2021.0;41.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";5041434.0;4717449.0
"DIPHTHERIA";"Diphtheria";"EUR";2021.0;41.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";7450390.0;6986774.0
"DIPHTHERIA";"Diphtheria";"EUR";2021.0;41.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";7776549.0;7464278.0
"DIPHTHERIA";"Diphtheria";"EUR";2022.0;362.0;"Diphtheria-containing vaccine, 5th dose (2nd booster)";"DIPHCV5";8218010.0;6965331.0
"DIPHTHERIA";"Diphtheria";"EUR";2022.0;362.0;"Diphtheria-containing vaccine, 4th dose (1st booster)";"DIPHCV4";8133796.0;6805017.0
"DIPHTHERIA";"Diphtheria";"EUR";2022.0;362.0;"Diphtheria-containing vaccine, 6th dose (3rd booster)";"DIPHCV6";5442288.0;4703928.0
"DIPHTHERIA";"Diphtheria";"EUR";2022.0;362.0;"DTP-containing vaccine, 1st dose";"DTPCV1";4111823.0;3951118.0
"DIPHTHERIA";"Diphtheria";"EUR";2022.0;362.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";7217015.0;6804545.0
"DIPHTHERIA";"Diphtheria";"SEAR";1999.0;2170.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";32535243.0;30096869.0
"DIPHTHERIA";"Diphtheria";"SEAR";2000.0;5470.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10232956.0;10242089.0
"DIPHTHERIA";"Diphtheria";"SEAR";2000.0;5470.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";35693906.0;35266004.0
"DIPHTHERIA";"Diphtheria";"SEAR";2001.0;6045.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10615202.0;9535089.0
"DIPHTHERIA";"Diphtheria";"SEAR";2001.0;6045.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";35996867.0;34437478.0
"DIPHTHERIA";"Diphtheria";"SEAR";2002.0;5596.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11275121.0;10197611.0
"DIPHTHERIA";"Diphtheria";"SEAR";2002.0;5596.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36405278.0;34179976.0
"DIPHTHERIA";"Diphtheria";"SEAR";2003.0;4919.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11368843.0;10548619.0
"DIPHTHERIA";"Diphtheria";"SEAR";2003.0;4919.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37054343.0;32479178.0
"DIPHTHERIA";"Diphtheria";"SEAR";2004.0;8874.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11325044.0;10696487.0
"DIPHTHERIA";"Diphtheria";"SEAR";2004.0;8874.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37009544.0;34310477.0
"DIPHTHERIA";"Diphtheria";"SEAR";2005.0;6502.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37294374.0;34537964.0
"DIPHTHERIA";"Diphtheria";"SEAR";2005.0;6502.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11500674.0;10235427.0
"DIPHTHERIA";"Diphtheria";"SEAR";2006.0;3377.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37572262.0;35382429.0
"DIPHTHERIA";"Diphtheria";"SEAR";2006.0;3377.0;"DTP-containing vaccine, 1st dose";"DTPCV1";11539511.0;10659117.0
"DIPHTHERIA";"Diphtheria";"SEAR";2007.0;4133.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";37561305.0;34807763.0
"DIPHTHERIA";"Diphtheria";"SEAR";2007.0;4133.0;"DTP-containing vaccine, 1st dose";"DTPCV1";39092273.0;37617300.0
"DIPHTHERIA";"Diphtheria";"SEAR";2008.0;4399.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36982901.0;34942782.0
"DIPHTHERIA";"Diphtheria";"SEAR";2008.0;4399.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36982901.0;36528105.0
"DIPHTHERIA";"Diphtheria";"SEAR";2009.0;4049.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36676065.0;35504094.0
"DIPHTHERIA";"Diphtheria";"SEAR";2009.0;4049.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36676065.0;36014076.0
"DIPHTHERIA";"Diphtheria";"SEAR";2010.0;4120.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36940317.0;35331991.0
"DIPHTHERIA";"Diphtheria";"SEAR";2010.0;4120.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36940317.0;33846370.0
"DIPHTHERIA";"Diphtheria";"SEAR";2011.0;5179.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36736202.0;33398467.0
"DIPHTHERIA";"Diphtheria";"SEAR";2011.0;5179.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36736202.0;34410639.0
"DIPHTHERIA";"Diphtheria";"SEAR";2012.0;3953.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36191178.0;32171063.0
"DIPHTHERIA";"Diphtheria";"SEAR";2012.0;3953.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36406233.0;33413284.0
"DIPHTHERIA";"Diphtheria";"SEAR";2013.0;4080.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";36347077.0;29693664.0
"DIPHTHERIA";"Diphtheria";"SEAR";2013.0;4080.0;"DTP-containing vaccine, 1st dose";"DTPCV1";36705050.0;34914495.0
"DIPHTHERIA";"Diphtheria";"SEAR";2014.0;7666.0;"DTP-containing vaccine, 3rd dose";"DTPCV3";10346111.0;10202227.0
"DIPHTHERIA";"Diphtheria";"SEAR";2014.0;7666.0;"DTP-containing vaccine, 1st dose";"DTPCV1";10321006.0;10420191.0
