country,DISEASE,DISEASE_DESCRIPTION,WHO_zone,YEAR,Total_Cases,ANTIGEN_DESCRIPTION,ANTIGEN,Target,Doses
"Burkina Faso",MEASLES,Measles,AFR,2000,6074,"Measles-containing vaccine, 1st dose",MCV1,466192,275004
"Burkina Faso",PERTUSSIS,Pertussis,AFR,2000,351,"DTP-containing vaccine, 1st dose",DTPCV1,466192,393049
"Burkina Faso",PERTUSSIS,Pertussis,AFR,2000,351,"DTP-containing vaccine, 3rd dose",DTPCV3,466192,266917
Kenya,TTETANUS,"Total tetanus",AFR,2000,1278,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,1523181,664662
Kenya,NTETANUS,"Neonatal tetanus",AFR,2000,1278,"Protection at birth (PAB) against neonatal tetanus",PAB,1162333,664662
Kenya,MEASLES,Measles,AFR,2000,21002,"Measles-containing vaccine, 1st dose",MCV1,1162333,539744
Kenya,DIPHTHERIA,Diphtheria,AFR,2000,15,"DTP-containing vaccine, 3rd dose",DTPCV3,1162333,614312
Kenya,PERTUSSIS,Pertussis,AFR,2000,424,"DTP-containing vaccine, 3rd dose",DTPCV3,1162333,614312
Kenya,TTETANUS,"Total tetanus",AFR,2000,1278,"DTP-containing vaccine, 3rd dose",DTPCV3,1162333,614312
Kenya,DIPHTHERIA,Diphtheria,AFR,2000,15,"DTP-containing vaccine, 1st dose",DTPCV1,1162333,664662
Kenya,PERTUSSIS,Pertussis,AFR,2000,424,"DTP-containing vaccine, 1st dose",DTPCV1,1162333,664662
Kenya,TTETANUS,"Total tetanus",AFR,2000,1278,"DTP-containing vaccine, 1st dose",DTPCV1,1162333,664662
Namibia,TTETANUS,"Total tetanus",AFR,2000,148,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,396000,5
Mozambique,TTETANUS,"Total tetanus",AFR,2000,65,"DTP-containing vaccine, 1st dose",DTPCV1,672451,688709
Mozambique,PERTUSSIS,Pertussis,AFR,2000,94,"DTP-containing vaccine, 1st dose",DTPCV1,672451,688709
Mozambique,TTETANUS,"Total tetanus",AFR,2000,65,"DTP-containing vaccine, 3rd dose",DTPCV3,672451,589887
Mozambique,PERTUSSIS,Pertussis,AFR,2000,94,"DTP-containing vaccine, 3rd dose",DTPCV3,672451,589887
Mozambique,MEASLES,Measles,AFR,2000,7375,"Measles-containing vaccine, 1st dose",MCV1,672451,619177
Mozambique,POLIO,Poliomyelitis,AFR,2000,2,"Polio, 3rd dose",POL3,672451,583319
Mozambique,TTETANUS,"Total tetanus",AFR,2000,65,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,862117,529699
Namibia,NTETANUS,"Neonatal tetanus",AFR,2000,10,"Protection at birth (PAB) against neonatal tetanus",PAB,41324,1
Namibia,MEASLES,Measles,AFR,2000,469,"Measles-containing vaccine, 1st dose",MCV1,32850,1
Namibia,PERTUSSIS,Pertussis,AFR,2000,30,"DTP-containing vaccine, 3rd dose",DTPCV3,37244,1
Namibia,TTETANUS,"Total tetanus",AFR,2000,148,"DTP-containing vaccine, 3rd dose",DTPCV3,37244,1
Nigeria,POLIO,Poliomyelitis,AFR,2000,638,"Polio, 3rd dose",POL3,4608973,1751410
Nigeria,NTETANUS,"Neonatal tetanus",AFR,2000,1643,"Protection at birth (PAB) against neonatal tetanus",PAB,4606973,212307
Nigeria,MEASLES,Measles,AFR,2000,212183,"Measles-containing vaccine, 1st dose",MCV1,4608973,1382692
Nigeria,PERTUSSIS,Pertussis,AFR,2000,38910,"DTP-containing vaccine, 3rd dose",DTPCV3,4608973,1751410
Nigeria,TTETANUS,"Total tetanus",AFR,2000,1643,"DTP-containing vaccine, 3rd dose",DTPCV3,4608973,1751410
Nigeria,DIPHTHERIA,Diphtheria,AFR,2000,3995,"DTP-containing vaccine, 3rd dose",DTPCV3,4608973,1751410
Nigeria,PERTUSSIS,Pertussis,AFR,2000,38910,"DTP-containing vaccine, 1st dose",DTPCV1,4608973,2212307
Nigeria,TTETANUS,"Total tetanus",AFR,2000,1643,"DTP-containing vaccine, 1st dose",DTPCV1,4608973,2212307
Nigeria,DIPHTHERIA,Diphtheria,AFR,2000,3995,"DTP-containing vaccine, 1st dose",DTPCV1,4608973,2212307
Namibia,PERTUSSIS,Pertussis,AFR,2000,30,"DTP-containing vaccine, 1st dose",DTPCV1,41324,1
Namibia,TTETANUS,"Total tetanus",AFR,2000,148,"DTP-containing vaccine, 1st dose",DTPCV1,41324,1
Niger,PERTUSSIS,Pertussis,AFR,2000,5585,"DTP-containing vaccine, 1st dose",DTPCV1,526225,187529
Niger,DIPHTHERIA,Diphtheria,AFR,2000,12,"DTP-containing vaccine, 1st dose",DTPCV1,526225,187529
Niger,TTETANUS,"Total tetanus",AFR,2000,286,"DTP-containing vaccine, 1st dose",DTPCV1,526225,187529
Niger,PERTUSSIS,Pertussis,AFR,2000,5585,"DTP-containing vaccine, 3rd dose",DTPCV3,526225,119625
Niger,DIPHTHERIA,Diphtheria,AFR,2000,12,"DTP-containing vaccine, 3rd dose",DTPCV3,526225,119625
Niger,TTETANUS,"Total tetanus",AFR,2000,286,"DTP-containing vaccine, 3rd dose",DTPCV3,526225,119625
Niger,MEASLES,Measles,AFR,2000,21319,"Measles-containing vaccine, 1st dose",MCV1,694169,239970
Malawi,TTETANUS,"Total tetanus",AFR,2000,12,"DTP-containing vaccine, 1st dose",DTPCV1,509248,498579
Malawi,PERTUSSIS,Pertussis,AFR,2000,365,"DTP-containing vaccine, 1st dose",DTPCV1,509248,498579
Malawi,TTETANUS,"Total tetanus",AFR,2000,12,"DTP-containing vaccine, 3rd dose",DTPCV3,509248,382587
Malawi,PERTUSSIS,Pertussis,AFR,2000,365,"DTP-containing vaccine, 3rd dose",DTPCV3,509248,382587
Malawi,NTETANUS,"Neonatal tetanus",AFR,2000,12,"Protection at birth (PAB) against neonatal tetanus",PAB,509248,498
Malawi,TTETANUS,"Total tetanus",AFR,2000,12,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,509248,311841
Niger,TTETANUS,"Total tetanus",AFR,2000,286,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,582207,182108
Niger,POLIO,Poliomyelitis,AFR,2000,33,"Polio, 3rd dose",POL3,526225,119625
Niger,POLIO,Poliomyelitis,AFR,2001,6,"Polio, 3rd dose",POL3,546062,165087
Malawi,TTETANUS,"Total tetanus",AFR,2001,15,"DTP-containing vaccine, 1st dose",DTPCV1,522414,523363
Mauritius,TTETANUS,"Total tetanus",AFR,2001,1,"DTP-containing vaccine, 1st dose",DTPCV1,19667,18108
Niger,TTETANUS,"Total tetanus",AFR,2001,275,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,604154,246690
Mauritius,TTETANUS,"Total tetanus",AFR,2001,1,"DTP-containing vaccine, 3rd dose",DTPCV3,19667,18192
Niger,MEASLES,Measles,AFR,2001,61208,"Measles-containing vaccine, 1st dose",MCV1,546062,285948
Niger,PERTUSSIS,Pertussis,AFR,2001,2709,"DTP-containing vaccine, 3rd dose",DTPCV3,546062,168868
Niger,DIPHTHERIA,Diphtheria,AFR,2001,48,"DTP-containing vaccine, 3rd dose",DTPCV3,546062,168868
Niger,TTETANUS,"Total tetanus",AFR,2001,275,"DTP-containing vaccine, 3rd dose",DTPCV3,546062,168868
Niger,PERTUSSIS,Pertussis,AFR,2001,2709,"DTP-containing vaccine, 1st dose",DTPCV1,546062,272274
Niger,DIPHTHERIA,Diphtheria,AFR,2001,48,"DTP-containing vaccine, 1st dose",DTPCV1,546062,272274
Niger,TTETANUS,"Total tetanus",AFR,2001,275,"DTP-containing vaccine, 1st dose",DTPCV1,546062,272274
Mauritius,TTETANUS,"Total tetanus",AFR,2001,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,19667,14608
Malawi,TTETANUS,"Total tetanus",AFR,2001,15,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,576745,407842
Malawi,MEASLES,Measles,AFR,2001,150,"Measles-containing vaccine, 1st dose",MCV1,522414,421333
Mauritania,POLIO,Poliomyelitis,AFR,2001,1,"Polio, 3rd dose",POL3,106768,61735
Mauritania,MEASLES,Measles,AFR,2001,1398,"Measles-containing vaccine, 1st dose",MCV1,106768,62160
Namibia,PERTUSSIS,Pertussis,AFR,2001,45,"DTP-containing vaccine, 3rd dose",DTPCV3,77114,48358
Namibia,TTETANUS,"Total tetanus",AFR,2001,15,"DTP-containing vaccine, 3rd dose",DTPCV3,77114,48358
Namibia,MEASLES,Measles,AFR,2001,416,"Measles-containing vaccine, 1st dose",MCV1,77114,44653
Namibia,TTETANUS,"Total tetanus",AFR,2001,15,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,27449,21441
Mozambique,TTETANUS,"Total tetanus",AFR,2001,61,"DTP-containing vaccine, 1st dose",DTPCV1,706246,674803
Mozambique,PERTUSSIS,Pertussis,AFR,2001,599,"DTP-containing vaccine, 1st dose",DTPCV1,706246,674803
Mozambique,TTETANUS,"Total tetanus",AFR,2001,61,"DTP-containing vaccine, 3rd dose",DTPCV3,706246,566300
Mozambique,PERTUSSIS,Pertussis,AFR,2001,599,"DTP-containing vaccine, 3rd dose",DTPCV3,706246,566300
Mozambique,MEASLES,Measles,AFR,2001,7085,"Measles-containing vaccine, 1st dose",MCV1,706246,649755
Mozambique,TTETANUS,"Total tetanus",AFR,2001,61,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,882808,398694
Malawi,TTETANUS,"Total tetanus",AFR,2001,15,"DTP-containing vaccine, 3rd dose",DTPCV3,522414,469660
"Cabo Verde",TTETANUS,"Total tetanus",AFR,2001,1,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,13552,3458
"Cabo Verde",TTETANUS,"Total tetanus",AFR,2001,1,"DTP-containing vaccine, 3rd dose",DTPCV3,12955,10041
"Cabo Verde",TTETANUS,"Total tetanus",AFR,2001,1,"DTP-containing vaccine, 1st dose",DTPCV1,12955,10220
Algeria,DIPHTHERIA,Diphtheria,AFR,2001,3,"DTP-containing vaccine, 1st dose",DTPCV1,561359,518848
Algeria,PERTUSSIS,Pertussis,AFR,2001,137,"DTP-containing vaccine, 1st dose",DTPCV1,561359,518848
Algeria,TTETANUS,"Total tetanus",AFR,2001,20,"DTP-containing vaccine, 1st dose",DTPCV1,561359,518848
Algeria,DIPHTHERIA,Diphtheria,AFR,2001,3,"DTP-containing vaccine, 3rd dose",DTPCV3,561359,467756
Algeria,PERTUSSIS,Pertussis,AFR,2001,137,"DTP-containing vaccine, 3rd dose",DTPCV3,561359,467756
Algeria,TTETANUS,"Total tetanus",AFR,2001,20,"DTP-containing vaccine, 3rd dose",DTPCV3,561359,467756
Algeria,MEASLES,Measles,AFR,2001,2686,"Measles-containing vaccine, 1st dose",MCV1,561359,435528
Algeria,POLIO,Poliomyelitis,AFR,2001,1,"Polio, 3rd dose",POL3,561359,467756
Algeria,MEASLES,Measles,AFR,2001,2686,"Measles-containing vaccine, 2nd dose",MCV2,739216,538884
Guinea,TTETANUS,"Total tetanus",AFR,2001,332,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,370159,192890
Ghana,MEASLES,Measles,AFR,2001,13476,"Measles-containing vaccine, 1st dose",MCV1,765792,572077
Ghana,TTETANUS,"Total tetanus",AFR,2001,233,"DTP-containing vaccine, 3rd dose",DTPCV3,765792,575499
Ghana,PERTUSSIS,Pertussis,AFR,2001,523,"DTP-containing vaccine, 3rd dose",DTPCV3,765792,575499
Gabon,TTETANUS,"Total tetanus",AFR,2001,14,"DTP-containing vaccine, 1st dose",DTPCV1,50424,22890
Gabon,PERTUSSIS,Pertussis,AFR,2001,588,"DTP-containing vaccine, 1st dose",DTPCV1,50424,22890
Gabon,TTETANUS,"Total tetanus",AFR,2001,14,"DTP-containing vaccine, 3rd dose",DTPCV3,50424,13845
Gabon,PERTUSSIS,Pertussis,AFR,2001,588,"DTP-containing vaccine, 3rd dose",DTPCV3,50424,13845
Gabon,MEASLES,Measles,AFR,2001,5129,"Measles-containing vaccine, 1st dose",MCV1,50424,12259
Gabon,TTETANUS,"Total tetanus",AFR,2001,14,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,50424,3096
Ethiopia,POLIO,Poliomyelitis,AFR,2001,1,"Polio, 3rd dose",POL3,2352122,1182487
Ethiopia,MEASLES,Measles,AFR,2001,2366,"Measles-containing vaccine, 1st dose",MCV1,2352122,943287
Guinea,PERTUSSIS,Pertussis,AFR,2001,267,"DTP-containing vaccine, 3rd dose",DTPCV3,329030,210579
Guinea,TTETANUS,"Total tetanus",AFR,2001,332,"DTP-containing vaccine, 3rd dose",DTPCV3,329030,210579
Guinea,PERTUSSIS,Pertussis,AFR,2001,267,"DTP-containing vaccine, 1st dose",DTPCV1,329030,233613
Guinea,TTETANUS,"Total tetanus",AFR,2001,332,"DTP-containing vaccine, 1st dose",DTPCV1,329030,233613
Ghana,TTETANUS,"Total tetanus",AFR,2001,233,"DTP-containing vaccine, 1st dose",DTPCV1,765792,611133
Ghana,PERTUSSIS,Pertussis,AFR,2001,523,"DTP-containing vaccine, 1st dose",DTPCV1,765792,611133
Guinea-Bissau,TTETANUS,"Total tetanus",AFR,2001,49,"DTP-containing vaccine, 3rd dose",DTPCV3,45430,21579
Guinea-Bissau,PERTUSSIS,Pertussis,AFR,2001,41,"DTP-containing vaccine, 3rd dose",DTPCV3,45430,21579
Guinea-Bissau,MEASLES,Measles,AFR,2001,126,"Measles-containing vaccine, 1st dose",MCV1,45430,21885
Guinea-Bissau,TTETANUS,"Total tetanus",AFR,2001,49,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,59704,24323
Gambia,MEASLES,Measles,AFR,2001,99,"Measles-containing vaccine, 1st dose",MCV1,54018,27819
Eritrea,TTETANUS,"Total tetanus",AFR,2001,9,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,134998,36012
Eritrea,MEASLES,Measles,AFR,2001,204,"Measles-containing vaccine, 1st dose",MCV1,107998,56423
Eritrea,PERTUSSIS,Pertussis,AFR,2001,130,"DTP-containing vaccine, 3rd dose",DTPCV3,107998,58437
Eritrea,TTETANUS,"Total tetanus",AFR,2001,9,"DTP-containing vaccine, 3rd dose",DTPCV3,107998,58437
Eritrea,PERTUSSIS,Pertussis,AFR,2001,130,"DTP-containing vaccine, 1st dose",DTPCV1,107998,62328
Eritrea,TTETANUS,"Total tetanus",AFR,2001,9,"DTP-containing vaccine, 1st dose",DTPCV1,107998,62328
Rwanda,MEASLES,Measles,AFR,2001,896,"Measles-containing vaccine, 1st dose",MCV1,327931,227667
Rwanda,PERTUSSIS,Pertussis,AFR,2001,23,"DTP-containing vaccine, 3rd dose",DTPCV3,327931,251847
Rwanda,TTETANUS,"Total tetanus",AFR,2001,27,"DTP-containing vaccine, 3rd dose",DTPCV3,327931,251847
Rwanda,PERTUSSIS,Pertussis,AFR,2001,23,"DTP-containing vaccine, 1st dose",DTPCV1,327931,247902
Rwanda,TTETANUS,"Total tetanus",AFR,2001,27,"DTP-containing vaccine, 1st dose",DTPCV1,327931,247902
Rwanda,TTETANUS,"Total tetanus",AFR,2001,27,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,327931,129369
Senegal,YFEVER,"Yellow fever",AFR,2001,18,"Yellow fever vaccine",YFV,449832,147902
Senegal,TTETANUS,"Total tetanus",AFR,2001,45,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,449832,193947
Senegal,MEASLES,Measles,AFR,2001,24789,"Measles-containing vaccine, 1st dose",MCV1,449832,189816
Senegal,TTETANUS,"Total tetanus",AFR,2001,45,"DTP-containing vaccine, 3rd dose",DTPCV3,449832,200898
Senegal,TTETANUS,"Total tetanus",AFR,2001,45,"DTP-containing vaccine, 1st dose",DTPCV1,449832,261654
"Sierra Leone",MEASLES,Measles,AFR,2001,649,"Measles-containing vaccine, 1st dose",MCV1,209006,83125
Liberia,YFEVER,"Yellow fever",AFR,2001,158,"Yellow fever vaccine",YFV,167507,59334
Liberia,TTETANUS,"Total tetanus",AFR,2001,142,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,208212,116541
Liberia,MEASLES,Measles,AFR,2001,1379,"Measles-containing vaccine, 1st dose",MCV1,167507,130682
Liberia,TTETANUS,"Total tetanus",AFR,2001,142,"DTP-containing vaccine, 3rd dose",DTPCV3,167507,103200
Liberia,PERTUSSIS,Pertussis,AFR,2001,131,"DTP-containing vaccine, 3rd dose",DTPCV3,167507,103200
Liberia,TTETANUS,"Total tetanus",AFR,2001,142,"DTP-containing vaccine, 1st dose",DTPCV1,167507,132266
Liberia,PERTUSSIS,Pertussis,AFR,2001,131,"DTP-containing vaccine, 1st dose",DTPCV1,167507,132266
Lesotho,MEASLES,Measles,AFR,2001,217,"Measles-containing vaccine, 1st dose",MCV1,65666,47144
Lesotho,MEASLES,Measles,AFR,2001,217,"Measles-containing vaccine, 2nd dose",MCV2,65666,3009
Madagascar,TTETANUS,"Total tetanus",AFR,2001,76,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,455272,181716
Madagascar,POLIO,Poliomyelitis,AFR,2001,1,"Polio, 3rd dose",POL3,411566,320016
Madagascar,PERTUSSIS,Pertussis,AFR,2001,104,"DTP-containing vaccine, 3rd dose",DTPCV3,411566,330199
Madagascar,DIPHTHERIA,Diphtheria,AFR,2001,12,"DTP-containing vaccine, 3rd dose",DTPCV3,411566,330199
Madagascar,TTETANUS,"Total tetanus",AFR,2001,76,"DTP-containing vaccine, 3rd dose",DTPCV3,411566,330199
Madagascar,PERTUSSIS,Pertussis,AFR,2001,104,"DTP-containing vaccine, 1st dose",DTPCV1,411566,377610
Madagascar,DIPHTHERIA,Diphtheria,AFR,2001,12,"DTP-containing vaccine, 1st dose",DTPCV1,411566,377610
Madagascar,TTETANUS,"Total tetanus",AFR,2001,76,"DTP-containing vaccine, 1st dose",DTPCV1,411566,377610
Mali,TTETANUS,"Total tetanus",AFR,2001,101,"DTP-containing vaccine, 1st dose",DTPCV1,420548,386451
Mali,PERTUSSIS,Pertussis,AFR,2001,15,"DTP-containing vaccine, 1st dose",DTPCV1,420548,386451
Mali,TTETANUS,"Total tetanus",AFR,2001,101,"DTP-containing vaccine, 3rd dose",DTPCV3,420548,286180
Mali,PERTUSSIS,Pertussis,AFR,2001,15,"DTP-containing vaccine, 3rd dose",DTPCV3,420548,286180
Mali,MEASLES,Measles,AFR,2001,4464,"Measles-containing vaccine, 1st dose",MCV1,420548,286816
Mali,TTETANUS,"Total tetanus",AFR,2001,101,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,524524,128720
Zimbabwe,TTETANUS,"Total tetanus",AFR,2001,21,"DTP-containing vaccine, 3rd dose",DTPCV3,427273,221342
Zimbabwe,MEASLES,Measles,AFR,2001,529,"Measles-containing vaccine, 1st dose",MCV1,427273,188115
Zimbabwe,TTETANUS,"Total tetanus",AFR,2001,21,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,558248,253095
"South Africa",TTETANUS,"Total tetanus",AFR,2001,13,"DTP-containing vaccine, 1st dose",DTPCV1,930360,809255
"South Africa",PERTUSSIS,Pertussis,AFR,2001,24,"DTP-containing vaccine, 1st dose",DTPCV1,930360,809255
"South Africa",TTETANUS,"Total tetanus",AFR,2001,13,"DTP-containing vaccine, 3rd dose",DTPCV3,930360,754402
"South Africa",PERTUSSIS,Pertussis,AFR,2001,24,"DTP-containing vaccine, 3rd dose",DTPCV3,930360,754402
"South Africa",MEASLES,Measles,AFR,2001,1166,"Measles-containing vaccine, 1st dose",MCV1,930360,672007
"South Africa",MEASLES,Measles,AFR,2001,1166,"Measles-containing vaccine, 2nd dose",MCV2,930360,490537
Zimbabwe,TTETANUS,"Total tetanus",AFR,2001,21,"DTP-containing vaccine, 1st dose",DTPCV1,427273,74400
Kenya,MEASLES,Measles,AFR,2001,11304,"Measles-containing vaccine, 1st dose",MCV1,1158274,671512
Kenya,DIPHTHERIA,Diphtheria,AFR,2001,6,"DTP-containing vaccine, 3rd dose",DTPCV3,1158274,767430
Kenya,PERTUSSIS,Pertussis,AFR,2001,285,"DTP-containing vaccine, 3rd dose",DTPCV3,1158274,767430
Kenya,DIPHTHERIA,Diphtheria,AFR,2001,6,"DTP-containing vaccine, 1st dose",DTPCV1,1158274,894669
Kenya,PERTUSSIS,Pertussis,AFR,2001,285,"DTP-containing vaccine, 1st dose",DTPCV1,1158274,894669
Uganda,MEASLES,Measles,AFR,2001,48543,"Measles-containing vaccine, 1st dose",MCV1,1028354,632608
"United Republic of Tanzania",MEASLES,Measles,AFR,2001,11847,"Measles-containing vaccine, 1st dose",MCV1,1376975,1183202
Benin,MEASLES,Measles,AFR,2001,5859,"Measles-containing vaccine, 1st dose",MCV1,248880,200375
Angola,PERTUSSIS,Pertussis,AFR,2001,740,"DTP-containing vaccine, 1st dose",DTPCV1,619915,355674
Angola,PERTUSSIS,Pertussis,AFR,2001,740,"DTP-containing vaccine, 3rd dose",DTPCV3,619915,257107
Angola,MEASLES,Measles,AFR,2001,9046,"Measles-containing vaccine, 1st dose",MCV1,619915,447546
Angola,POLIO,Poliomyelitis,AFR,2001,1,"Polio, 3rd dose",POL3,619915,272075
Togo,PERTUSSIS,Pertussis,AFR,2001,628,"DTP-containing vaccine, 1st dose",DTPCV1,NULL,105569
Togo,PERTUSSIS,Pertussis,AFR,2001,628,"DTP-containing vaccine, 3rd dose",DTPCV3,189604,81348
Togo,MEASLES,Measles,AFR,2001,1833,"Measles-containing vaccine, 1st dose",MCV1,189604,62166
Chad,MEASLES,Measles,AFR,2001,24908,"Measles-containing vaccine, 1st dose",MCV1,280890,102493
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2001,12,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,522312,234904
"Burkina Faso",MEASLES,Measles,AFR,2001,4174,"Measles-containing vaccine, 1st dose",MCV1,478519,329943
"Burkina Faso",PERTUSSIS,Pertussis,AFR,2001,238,"DTP-containing vaccine, 3rd dose",DTPCV3,478519,323986
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2001,12,"DTP-containing vaccine, 3rd dose",DTPCV3,478519,323986
"Burkina Faso",PERTUSSIS,Pertussis,AFR,2001,238,"DTP-containing vaccine, 1st dose",DTPCV1,478519,411526
"Burkina Faso",TTETANUS,"Total tetanus",AFR,2001,12,"DTP-containing vaccine, 1st dose",DTPCV1,478519,411526
"Equatorial Guinea",TTETANUS,"Total tetanus",AFR,2001,2,"DTP-containing vaccine, 3rd dose",DTPCV3,18486,3873
"Equatorial Guinea",TTETANUS,"Total tetanus",AFR,2001,2,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,23672,8621
"Equatorial Guinea",TTETANUS,"Total tetanus",AFR,2001,2,"DTP-containing vaccine, 1st dose",DTPCV1,18486,6642
"Equatorial Guinea",MEASLES,Measles,AFR,2001,1339,"Measles-containing vaccine, 1st dose",MCV1,18486,3732
Congo,MEASLES,Measles,AFR,2001,2152,"Measles-containing vaccine, 1st dose",MCV1,123340,43485
Congo,PERTUSSIS,Pertussis,AFR,2001,31,"DTP-containing vaccine, 1st dose",DTPCV1,123340,51217
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2001,6300,"DTP-containing vaccine, 1st dose",DTPCV1,2321664,750242
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2001,1369,"DTP-containing vaccine, 1st dose",DTPCV1,2321664,750242
"Côte d'Ivoire",YFEVER,"Yellow fever",AFR,2001,80,"Yellow fever vaccine",YFV,674228,361853
"Côte d'Ivoire",MEASLES,Measles,AFR,2001,5790,"Measles-containing vaccine, 1st dose",MCV1,674228,390002
Cameroon,MEASLES,Measles,AFR,2001,23934,"Measles-containing vaccine, 1st dose",MCV1,626328,294374
"Democratic Republic of the Congo",PERTUSSIS,Pertussis,AFR,2001,6300,"DTP-containing vaccine, 3rd dose",DTPCV3,2321664,744969
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2001,1369,"DTP-containing vaccine, 3rd dose",DTPCV3,2321664,744969
Botswana,MEASLES,Measles,AFR,2001,1,"Measles-containing vaccine, 1st dose",MCV1,54020,41498
"Democratic Republic of the Congo",MEASLES,Measles,AFR,2001,8072,"Measles-containing vaccine, 1st dose",MCV1,2321664,852682
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2001,1369,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,2321664,514066
"Central African Republic",MEASLES,Measles,AFR,2001,2837,"Measles-containing vaccine, 1st dose",MCV1,127791,36958
"Central African Republic",PERTUSSIS,Pertussis,AFR,2001,1358,"DTP-containing vaccine, 3rd dose",DTPCV3,127791,29828
"Central African Republic",PERTUSSIS,Pertussis,AFR,2001,1358,"DTP-containing vaccine, 1st dose",DTPCV1,127791,45584
"Democratic Republic of the Congo",MEASLES,Measles,AFR,2002,30466,"Measles-containing vaccine, 1st dose",MCV1,2188980,987818
"Democratic Republic of the Congo",TTETANUS,"Total tetanus",AFR,2002,4763,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,2508859,1096687
Congo,TTETANUS,"Total tetanus",AFR,2002,8,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",TT2PLUS,135950,54335
Congo,MEASLES,Measles,AFR,2002,2788,"Measles-containing vaccine, 1st dose",MCV1,135950,49330
Congo,PERTUSSIS,Pertussis,AFR,2002,38,"DTP-containing vaccine, 3rd dose",DTPCV3,135950,55072
Congo,TTETANUS,"Total tetanus",AFR,2002,8,"DTP-containing vaccine, 3rd dose",DTPCV3,135950,55072
Congo,PERTUSSIS,Pertussis,AFR,2002,38,"DTP-containing vaccine, 1st dose",DTPCV1,135950,67218
